date,publish_date,equity_pcr,equity_pcr_pctl,is_proxy,source
2018-03-27,2018-03-27,0.7375,84.75,True,vix_derived_proxy
2018-03-28,2018-03-28,0.7431,85.0,True,vix_derived_proxy
2018-03-29,2018-03-29,0.6995,75.41,True,vix_derived_proxy
2018-04-02,2018-04-02,0.7543,87.1,True,vix_derived_proxy
2018-04-03,2018-04-03,0.7165,79.37,True,vix_derived_proxy
2018-04-04,2018-04-04,0.7009,75.0,True,vix_derived_proxy
2018-04-05,2018-04-05,0.6841,61.54,True,vix_derived_proxy
2018-04-06,2018-04-06,0.7223,80.3,True,vix_derived_proxy
2018-04-09,2018-04-09,0.7266,80.6,True,vix_derived_proxy
2018-04-10,2018-04-10,0.707,73.53,True,vix_derived_proxy
2018-04-11,2018-04-11,0.7036,72.46,True,vix_derived_proxy
2018-04-12,2018-04-12,0.6773,52.86,True,vix_derived_proxy
2018-04-13,2018-04-13,0.6611,46.48,True,vix_derived_proxy
2018-04-16,2018-04-16,0.6484,41.67,True,vix_derived_proxy
2018-04-17,2018-04-17,0.6288,32.88,True,vix_derived_proxy
2018-04-18,2018-04-18,0.634,33.78,True,vix_derived_proxy
2018-04-19,2018-04-19,0.6394,38.67,True,vix_derived_proxy
2018-04-20,2018-04-20,0.6532,46.05,True,vix_derived_proxy
2018-04-23,2018-04-23,0.6451,38.96,True,vix_derived_proxy
2018-04-24,2018-04-24,0.6703,53.85,True,vix_derived_proxy
2018-04-25,2018-04-25,0.6676,51.9,True,vix_derived_proxy
2018-04-26,2018-04-26,0.6436,37.5,True,vix_derived_proxy
2018-04-27,2018-04-27,0.6311,30.86,True,vix_derived_proxy
2018-04-30,2018-04-30,0.639,36.59,True,vix_derived_proxy
2018-05-01,2018-05-01,0.6323,31.33,True,vix_derived_proxy
2018-05-02,2018-05-02,0.6396,39.29,True,vix_derived_proxy
2018-05-03,2018-05-03,0.6385,36.47,True,vix_derived_proxy
2018-05-04,2018-05-04,0.6216,26.74,True,vix_derived_proxy
2018-05-07,2018-05-07,0.6213,26.44,True,vix_derived_proxy
2018-05-08,2018-05-08,0.6207,26.14,True,vix_derived_proxy
2018-05-09,2018-05-09,0.6013,21.35,True,vix_derived_proxy
2018-05-10,2018-05-10,0.5984,21.11,True,vix_derived_proxy
2018-05-11,2018-05-11,0.5897,20.88,True,vix_derived_proxy
2018-05-14,2018-05-14,0.594,21.74,True,vix_derived_proxy
2018-05-15,2018-05-15,0.6195,27.96,True,vix_derived_proxy
2018-05-16,2018-05-16,0.6013,23.94,True,vix_derived_proxy
2018-05-17,2018-05-17,0.6015,25.26,True,vix_derived_proxy
2018-05-18,2018-05-18,0.6013,23.96,True,vix_derived_proxy
2018-05-21,2018-05-21,0.5962,21.65,True,vix_derived_proxy
2018-05-22,2018-05-22,0.5983,22.45,True,vix_derived_proxy
2018-05-23,2018-05-23,0.5887,19.19,True,vix_derived_proxy
2018-05-24,2018-05-24,0.5879,19.0,True,vix_derived_proxy
2018-05-25,2018-05-25,0.5983,24.26,True,vix_derived_proxy
2018-05-29,2018-05-29,0.6553,57.84,True,vix_derived_proxy
2018-05-30,2018-05-30,0.6241,38.83,True,vix_derived_proxy
2018-05-31,2018-05-31,0.6315,41.35,True,vix_derived_proxy
2018-06-01,2018-06-01,0.6019,29.52,True,vix_derived_proxy
2018-06-04,2018-06-04,0.5911,20.75,True,vix_derived_proxy
2018-06-05,2018-06-05,0.586,17.76,True,vix_derived_proxy
2018-06-06,2018-06-06,0.5746,14.81,True,vix_derived_proxy
2018-06-07,2018-06-07,0.582,17.43,True,vix_derived_proxy
2018-06-08,2018-06-08,0.5827,18.18,True,vix_derived_proxy
2018-06-11,2018-06-11,0.5853,19.82,True,vix_derived_proxy
2018-06-12,2018-06-12,0.5851,19.64,True,vix_derived_proxy
2018-06-13,2018-06-13,0.5941,26.55,True,vix_derived_proxy
2018-06-14,2018-06-14,0.5818,16.67,True,vix_derived_proxy
2018-06-15,2018-06-15,0.5797,16.52,True,vix_derived_proxy
2018-06-18,2018-06-18,0.5847,20.69,True,vix_derived_proxy
2018-06-19,2018-06-19,0.6003,32.48,True,vix_derived_proxy
2018-06-20,2018-06-20,0.5918,27.12,True,vix_derived_proxy
2018-06-21,2018-06-21,0.6196,41.6,True,vix_derived_proxy
2018-06-22,2018-06-22,0.6066,39.17,True,vix_derived_proxy
2018-06-25,2018-06-25,0.6599,66.12,True,vix_derived_proxy
2018-06-26,2018-06-26,0.6388,54.1,True,vix_derived_proxy
2018-06-27,2018-06-27,0.6686,69.92,True,vix_derived_proxy
2018-06-28,2018-06-28,0.6528,62.1,True,vix_derived_proxy
2018-06-29,2018-06-29,0.6414,56.0,True,vix_derived_proxy
2018-07-02,2018-07-02,0.634,48.81,True,vix_derived_proxy
2018-07-03,2018-07-03,0.6421,56.69,True,vix_derived_proxy
2018-07-05,2018-07-05,0.6246,44.53,True,vix_derived_proxy
2018-07-06,2018-07-06,0.6005,31.01,True,vix_derived_proxy
2018-07-09,2018-07-09,0.5903,23.85,True,vix_derived_proxy
2018-07-10,2018-07-10,0.5896,22.9,True,vix_derived_proxy
2018-07-11,2018-07-11,0.6045,37.88,True,vix_derived_proxy
2018-07-12,2018-07-12,0.5887,22.18,True,vix_derived_proxy
2018-07-13,2018-07-13,0.5827,16.79,True,vix_derived_proxy
2018-07-16,2018-07-16,0.5924,27.41,True,vix_derived_proxy
2018-07-17,2018-07-17,0.5809,14.71,True,vix_derived_proxy
2018-07-18,2018-07-18,0.5815,15.33,True,vix_derived_proxy
2018-07-19,2018-07-19,0.593,28.99,True,vix_derived_proxy
2018-07-20,2018-07-20,0.5929,28.78,True,vix_derived_proxy
2018-07-23,2018-07-23,0.5893,24.29,True,vix_derived_proxy
2018-07-24,2018-07-24,0.5861,21.99,True,vix_derived_proxy
2018-07-25,2018-07-25,0.5843,19.01,True,vix_derived_proxy
2018-07-26,2018-07-26,0.5821,16.78,True,vix_derived_proxy
2018-07-27,2018-07-27,0.5954,33.33,True,vix_derived_proxy
2018-07-30,2018-07-30,0.6139,44.83,True,vix_derived_proxy
2018-07-31,2018-07-31,0.5924,29.79,True,vix_derived_proxy
2018-08-01,2018-08-01,0.5972,34.69,True,vix_derived_proxy
2018-08-02,2018-08-02,0.5828,18.24,True,vix_derived_proxy
2018-08-03,2018-08-03,0.5746,11.07,True,vix_derived_proxy
2018-08-06,2018-08-06,0.5691,9.0,True,vix_derived_proxy
2018-08-07,2018-08-07,0.564,6.62,True,vix_derived_proxy
2018-08-08,2018-08-08,0.5628,6.58,True,vix_derived_proxy
2018-08-09,2018-08-09,0.5691,10.46,True,vix_derived_proxy
2018-08-10,2018-08-10,0.5974,37.66,True,vix_derived_proxy
2018-08-13,2018-08-13,0.6217,52.26,True,vix_derived_proxy
2018-08-14,2018-08-14,0.5997,39.74,True,vix_derived_proxy
2018-08-15,2018-08-15,0.6196,49.68,True,vix_derived_proxy
2018-08-16,2018-08-16,0.6017,43.67,True,vix_derived_proxy
2018-08-17,2018-08-17,0.5896,27.99,True,vix_derived_proxy
2018-08-20,2018-08-20,0.5873,25.0,True,vix_derived_proxy
2018-08-21,2018-08-21,0.5929,33.23,True,vix_derived_proxy
2018-08-22,2018-08-22,0.5838,20.99,True,vix_derived_proxy
2018-08-23,2018-08-23,0.5861,24.85,True,vix_derived_proxy
2018-08-24,2018-08-24,0.5798,15.24,True,vix_derived_proxy
2018-08-27,2018-08-27,0.5824,18.79,True,vix_derived_proxy
2018-08-28,2018-08-28,0.5875,27.11,True,vix_derived_proxy
2018-08-29,2018-08-29,0.5838,21.86,True,vix_derived_proxy
2018-08-30,2018-08-30,0.6029,48.21,True,vix_derived_proxy
2018-08-31,2018-08-31,0.5929,35.5,True,vix_derived_proxy
2018-09-04,2018-09-04,0.5974,40.29,True,vix_derived_proxy
2018-09-05,2018-09-05,0.6086,51.46,True,vix_derived_proxy
2018-09-06,2018-09-06,0.6197,54.65,True,vix_derived_proxy
2018-09-07,2018-09-07,0.6232,57.8,True,vix_derived_proxy
2018-09-10,2018-09-10,0.6124,51.15,True,vix_derived_proxy
2018-09-11,2018-09-11,0.5983,40.57,True,vix_derived_proxy
2018-09-12,2018-09-12,0.5971,38.07,True,vix_derived_proxy
2018-09-13,2018-09-13,0.5855,23.73,True,vix_derived_proxy
2018-09-14,2018-09-14,0.581,15.17,True,vix_derived_proxy
2018-09-17,2018-09-17,0.6052,50.28,True,vix_derived_proxy
2018-09-18,2018-09-18,0.5918,32.5,True,vix_derived_proxy
2018-09-19,2018-09-19,0.5762,12.71,True,vix_derived_proxy
2018-09-20,2018-09-20,0.577,13.19,True,vix_derived_proxy
2018-09-21,2018-09-21,0.5752,12.57,True,vix_derived_proxy
2018-09-24,2018-09-24,0.583,21.2,True,vix_derived_proxy
2018-09-25,2018-09-25,0.5863,27.57,True,vix_derived_proxy
2018-09-26,2018-09-26,0.5934,38.17,True,vix_derived_proxy
2018-09-27,2018-09-27,0.5861,26.74,True,vix_derived_proxy
2018-09-28,2018-09-28,0.5818,17.29,True,vix_derived_proxy
2018-10-01,2018-10-01,0.58,15.34,True,vix_derived_proxy
2018-10-02,2018-10-02,0.5808,15.79,True,vix_derived_proxy
2018-10-03,2018-10-03,0.5741,10.47,True,vix_derived_proxy
2018-10-04,2018-10-04,0.6133,55.73,True,vix_derived_proxy
2018-10-05,2018-10-05,0.6223,61.66,True,vix_derived_proxy
2018-10-08,2018-10-08,0.6353,66.49,True,vix_derived_proxy
2018-10-09,2018-10-09,0.6392,69.74,True,vix_derived_proxy
2018-10-10,2018-10-10,0.7444,94.9,True,vix_derived_proxy
2018-10-11,2018-10-11,0.7747,96.95,True,vix_derived_proxy
2018-10-12,2018-10-12,0.7196,91.41,True,vix_derived_proxy
2018-10-15,2018-10-15,0.7195,90.95,True,vix_derived_proxy
2018-10-16,2018-10-16,0.6643,77.5,True,vix_derived_proxy
2018-10-17,2018-10-17,0.661,76.62,True,vix_derived_proxy
2018-10-18,2018-10-18,0.7009,87.87,True,vix_derived_proxy
2018-10-19,2018-10-19,0.6983,86.21,True,vix_derived_proxy
2018-10-22,2018-10-22,0.6946,85.29,True,vix_derived_proxy
2018-10-23,2018-10-23,0.7106,89.76,True,vix_derived_proxy
2018-10-24,2018-10-24,0.7784,97.09,True,vix_derived_proxy
2018-10-25,2018-10-25,0.7633,95.17,True,vix_derived_proxy
2018-10-26,2018-10-26,0.7624,94.71,True,vix_derived_proxy
2018-10-29,2018-10-29,0.7705,95.22,True,vix_derived_proxy
2018-10-30,2018-10-30,0.7503,93.33,True,vix_derived_proxy
2018-10-31,2018-10-31,0.7184,88.63,True,vix_derived_proxy
2018-11-01,2018-11-01,0.6901,81.13,True,vix_derived_proxy
2018-11-02,2018-11-02,0.6927,81.69,True,vix_derived_proxy
2018-11-05,2018-11-05,0.6994,83.64,True,vix_derived_proxy
2018-11-06,2018-11-06,0.6986,83.26,True,vix_derived_proxy
2018-11-07,2018-11-07,0.6454,66.67,True,vix_derived_proxy
2018-11-08,2018-11-08,0.6508,68.66,True,vix_derived_proxy
2018-11-09,2018-11-09,0.6604,71.56,True,vix_derived_proxy
2018-11-12,2018-11-12,0.7068,86.3,True,vix_derived_proxy
2018-11-13,2018-11-13,0.7003,84.32,True,vix_derived_proxy
2018-11-14,2018-11-14,0.7188,89.14,True,vix_derived_proxy
2018-11-15,2018-11-15,0.6997,83.33,True,vix_derived_proxy
2018-11-16,2018-11-16,0.6721,73.99,True,vix_derived_proxy
2018-11-19,2018-11-19,0.7015,85.27,True,vix_derived_proxy
2018-11-20,2018-11-20,0.7372,91.56,True,vix_derived_proxy
2018-11-21,2018-11-21,0.712,87.17,True,vix_derived_proxy
2018-11-23,2018-11-23,0.7228,90.31,True,vix_derived_proxy
2018-11-26,2018-11-26,0.6835,75.44,True,vix_derived_proxy
2018-11-27,2018-11-27,0.6853,76.2,True,vix_derived_proxy
2018-11-28,2018-11-28,0.6773,73.26,True,vix_derived_proxy
2018-11-29,2018-11-29,0.6819,74.89,True,vix_derived_proxy
2018-11-30,2018-11-30,0.671,71.12,True,vix_derived_proxy
2018-12-03,2018-12-03,0.6466,62.23,True,vix_derived_proxy
2018-12-04,2018-12-04,0.7111,86.75,True,vix_derived_proxy
2018-12-06,2018-12-06,0.7179,88.09,True,vix_derived_proxy
2018-12-07,2018-12-07,0.7484,93.22,True,vix_derived_proxy
2018-12-10,2018-12-10,0.7396,91.98,True,vix_derived_proxy
2018-12-11,2018-12-11,0.7264,89.92,True,vix_derived_proxy
2018-12-12,2018-12-12,0.7219,88.7,True,vix_derived_proxy
2018-12-13,2018-12-13,0.7097,84.17,True,vix_derived_proxy
2018-12-14,2018-12-14,0.7244,89.63,True,vix_derived_proxy
2018-12-17,2018-12-17,0.7678,95.45,True,vix_derived_proxy
2018-12-18,2018-12-18,0.7837,97.53,True,vix_derived_proxy
2018-12-19,2018-12-19,0.7837,97.34,True,vix_derived_proxy
2018-12-20,2018-12-20,0.8257,98.37,True,vix_derived_proxy
2018-12-21,2018-12-21,0.8517,99.19,True,vix_derived_proxy
2018-12-24,2018-12-24,0.941,99.6,True,vix_derived_proxy
2018-12-26,2018-12-26,0.8561,98.79,True,vix_derived_proxy
2018-12-27,2018-12-27,0.8494,97.59,True,vix_derived_proxy
2018-12-28,2018-12-28,0.8251,96.4,True,vix_derived_proxy
2018-12-31,2018-12-31,0.7813,94.42,True,vix_derived_proxy
2019-01-02,2019-01-02,0.7483,89.29,True,vix_derived_proxy
2019-01-03,2019-01-03,0.7818,94.44,True,vix_derived_proxy
2019-01-04,2019-01-04,0.7207,83.73,True,vix_derived_proxy
2019-01-07,2019-01-07,0.721,83.73,True,vix_derived_proxy
2019-01-08,2019-01-08,0.707,77.98,True,vix_derived_proxy
2019-01-09,2019-01-09,0.6997,74.4,True,vix_derived_proxy
2019-01-10,2019-01-10,0.6925,70.63,True,vix_derived_proxy
2019-01-11,2019-01-11,0.6729,63.89,True,vix_derived_proxy
2019-01-14,2019-01-14,0.686,68.65,True,vix_derived_proxy
2019-01-15,2019-01-15,0.679,65.48,True,vix_derived_proxy
2019-01-16,2019-01-16,0.6856,68.25,True,vix_derived_proxy
2019-01-17,2019-01-17,0.6709,61.51,True,vix_derived_proxy
2019-01-18,2019-01-18,0.667,59.52,True,vix_derived_proxy
2019-01-22,2019-01-22,0.712,79.96,True,vix_derived_proxy
2019-01-23,2019-01-23,0.6928,70.63,True,vix_derived_proxy
2019-01-24,2019-01-24,0.6833,65.48,True,vix_derived_proxy
2019-01-25,2019-01-25,0.6613,57.14,True,vix_derived_proxy
2019-01-28,2019-01-28,0.6831,65.08,True,vix_derived_proxy
2019-01-29,2019-01-29,0.6869,68.06,True,vix_derived_proxy
2019-01-30,2019-01-30,0.6649,56.75,True,vix_derived_proxy
2019-01-31,2019-01-31,0.6485,51.19,True,vix_derived_proxy
2019-02-01,2019-02-01,0.6421,47.42,True,vix_derived_proxy
2019-02-04,2019-02-04,0.6359,42.86,True,vix_derived_proxy
2019-02-05,2019-02-05,0.6335,41.67,True,vix_derived_proxy
2019-02-06,2019-02-06,0.6307,40.48,True,vix_derived_proxy
2019-02-07,2019-02-07,0.6456,50.4,True,vix_derived_proxy
2019-02-08,2019-02-08,0.6358,43.65,True,vix_derived_proxy
2019-02-11,2019-02-11,0.6396,47.82,True,vix_derived_proxy
2019-02-12,2019-02-12,0.6315,41.47,True,vix_derived_proxy
2019-02-13,2019-02-13,0.6347,43.65,True,vix_derived_proxy
2019-02-14,2019-02-14,0.6433,50.4,True,vix_derived_proxy
2019-02-15,2019-02-15,0.6236,39.29,True,vix_derived_proxy
2019-02-19,2019-02-19,0.6232,39.09,True,vix_derived_proxy
2019-02-20,2019-02-20,0.6103,33.73,True,vix_derived_proxy
2019-02-21,2019-02-21,0.6169,35.32,True,vix_derived_proxy
2019-02-22,2019-02-22,0.6027,31.75,True,vix_derived_proxy
2019-02-25,2019-02-25,0.6228,40.08,True,vix_derived_proxy
2019-02-26,2019-02-26,0.6276,42.46,True,vix_derived_proxy
2019-02-27,2019-02-27,0.6205,38.1,True,vix_derived_proxy
2019-02-28,2019-02-28,0.6217,39.88,True,vix_derived_proxy
2019-03-01,2019-03-01,0.6035,32.54,True,vix_derived_proxy
2019-03-04,2019-03-04,0.6195,36.71,True,vix_derived_proxy
2019-03-05,2019-03-05,0.6211,39.68,True,vix_derived_proxy
2019-03-06,2019-03-06,0.6361,50.0,True,vix_derived_proxy
2019-03-07,2019-03-07,0.6489,59.33,True,vix_derived_proxy
2019-03-08,2019-03-08,0.6407,53.97,True,vix_derived_proxy
2019-03-11,2019-03-11,0.6149,36.11,True,vix_derived_proxy
2019-03-12,2019-03-12,0.6066,33.93,True,vix_derived_proxy
2019-03-13,2019-03-13,0.6011,29.37,True,vix_derived_proxy
2019-03-14,2019-03-14,0.6025,32.14,True,vix_derived_proxy
2019-03-15,2019-03-15,0.5932,23.02,True,vix_derived_proxy
2019-03-18,2019-03-18,0.5965,25.4,True,vix_derived_proxy
2019-03-19,2019-03-19,0.6034,34.13,True,vix_derived_proxy
2019-03-20,2019-03-20,0.6086,36.71,True,vix_derived_proxy
2019-03-21,2019-03-21,0.6045,35.12,True,vix_derived_proxy
2019-03-22,2019-03-22,0.6472,60.32,True,vix_derived_proxy
2019-03-25,2019-03-25,0.6449,58.73,True,vix_derived_proxy
2019-03-26,2019-03-26,0.6202,42.06,True,vix_derived_proxy
2019-03-27,2019-03-27,0.6272,48.02,True,vix_derived_proxy
2019-03-28,2019-03-28,0.6165,39.68,True,vix_derived_proxy
2019-03-29,2019-03-29,0.6057,36.11,True,vix_derived_proxy
2019-04-01,2019-04-01,0.601,30.16,True,vix_derived_proxy
2019-04-02,2019-04-02,0.6004,29.76,True,vix_derived_proxy
2019-04-03,2019-04-03,0.6061,37.3,True,vix_derived_proxy
2019-04-04,2019-04-04,0.6037,35.71,True,vix_derived_proxy
2019-04-05,2019-04-05,0.5923,20.63,True,vix_derived_proxy
2019-04-08,2019-04-08,0.5977,27.78,True,vix_derived_proxy
2019-04-09,2019-04-09,0.6142,42.06,True,vix_derived_proxy
2019-04-10,2019-04-10,0.5995,29.76,True,vix_derived_proxy
2019-04-11,2019-04-11,0.5953,25.0,True,vix_derived_proxy
2019-04-12,2019-04-12,0.5802,5.56,True,vix_derived_proxy
2019-04-15,2019-04-15,0.5848,12.7,True,vix_derived_proxy
2019-04-16,2019-04-16,0.5827,9.92,True,vix_derived_proxy
2019-04-17,2019-04-17,0.589,18.65,True,vix_derived_proxy
2019-04-18,2019-04-18,0.5814,7.14,True,vix_derived_proxy
2019-04-22,2019-04-22,0.5863,16.87,True,vix_derived_proxy
2019-04-23,2019-04-23,0.5842,12.7,True,vix_derived_proxy
2019-04-24,2019-04-24,0.5971,29.56,True,vix_derived_proxy
2019-04-25,2019-04-25,0.5988,33.33,True,vix_derived_proxy
2019-04-26,2019-04-26,0.5909,22.22,True,vix_derived_proxy
2019-04-29,2019-04-29,0.5966,29.76,True,vix_derived_proxy
2019-04-30,2019-04-30,0.5968,30.16,True,vix_derived_proxy
2019-05-01,2019-05-01,0.622,54.37,True,vix_derived_proxy
2019-05-02,2019-05-02,0.6163,48.41,True,vix_derived_proxy
2019-05-03,2019-05-03,0.593,26.39,True,vix_derived_proxy
2019-05-06,2019-05-06,0.6316,60.32,True,vix_derived_proxy
2019-05-07,2019-05-07,0.6898,78.97,True,vix_derived_proxy
2019-05-08,2019-05-08,0.691,79.37,True,vix_derived_proxy
2019-05-09,2019-05-09,0.6865,77.78,True,vix_derived_proxy
2019-05-10,2019-05-10,0.6406,63.1,True,vix_derived_proxy
2019-05-13,2019-05-13,0.7082,84.92,True,vix_derived_proxy
2019-05-14,2019-05-14,0.6709,72.02,True,vix_derived_proxy
2019-05-15,2019-05-15,0.6466,65.67,True,vix_derived_proxy
2019-05-16,2019-05-16,0.6293,55.95,True,vix_derived_proxy
2019-05-17,2019-05-17,0.6394,61.11,True,vix_derived_proxy
2019-05-20,2019-05-20,0.6446,63.89,True,vix_derived_proxy
2019-05-21,2019-05-21,0.6242,53.57,True,vix_derived_proxy
2019-05-22,2019-05-22,0.6213,49.6,True,vix_derived_proxy
2019-05-23,2019-05-23,0.6538,67.86,True,vix_derived_proxy
2019-05-24,2019-05-24,0.6378,59.13,True,vix_derived_proxy
2019-05-28,2019-05-28,0.6625,69.84,True,vix_derived_proxy
2019-05-29,2019-05-29,0.6685,71.03,True,vix_derived_proxy
2019-05-30,2019-05-30,0.6595,67.46,True,vix_derived_proxy
2019-05-31,2019-05-31,0.6806,74.21,True,vix_derived_proxy
2019-06-03,2019-06-03,0.6829,74.6,True,vix_derived_proxy
2019-06-04,2019-06-04,0.6545,66.27,True,vix_derived_proxy
2019-06-05,2019-06-05,0.6414,59.72,True,vix_derived_proxy
2019-06-06,2019-06-06,0.639,57.14,True,vix_derived_proxy
2019-06-07,2019-06-07,0.6445,61.11,True,vix_derived_proxy
2019-06-10,2019-06-10,0.6391,56.75,True,vix_derived_proxy
2019-06-11,2019-06-11,0.6398,57.94,True,vix_derived_proxy
2019-06-12,2019-06-12,0.6386,55.16,True,vix_derived_proxy
2019-06-13,2019-06-13,0.6373,54.37,True,vix_derived_proxy
2019-06-14,2019-06-14,0.6292,49.6,True,vix_derived_proxy
2019-06-17,2019-06-17,0.6303,50.0,True,vix_derived_proxy
2019-06-18,2019-06-18,0.6272,48.21,True,vix_derived_proxy
2019-06-19,2019-06-19,0.6149,39.09,True,vix_derived_proxy
2019-06-20,2019-06-20,0.6213,43.45,True,vix_derived_proxy
2019-06-21,2019-06-21,0.631,50.4,True,vix_derived_proxy
2019-06-24,2019-06-24,0.6289,48.41,True,vix_derived_proxy
2019-06-25,2019-06-25,0.6442,60.71,True,vix_derived_proxy
2019-06-26,2019-06-26,0.6431,60.32,True,vix_derived_proxy
2019-06-27,2019-06-27,0.6373,54.17,True,vix_derived_proxy
2019-06-28,2019-06-28,0.6262,46.83,True,vix_derived_proxy
2019-07-01,2019-07-01,0.6109,36.11,True,vix_derived_proxy
2019-07-02,2019-07-02,0.594,22.22,True,vix_derived_proxy
2019-07-03,2019-07-03,0.5885,15.08,True,vix_derived_proxy
2019-07-05,2019-07-05,0.5992,28.17,True,vix_derived_proxy
2019-07-08,2019-07-08,0.6094,36.9,True,vix_derived_proxy
2019-07-09,2019-07-09,0.6114,37.7,True,vix_derived_proxy
2019-07-10,2019-07-10,0.5954,23.21,True,vix_derived_proxy
2019-07-11,2019-07-11,0.594,22.02,True,vix_derived_proxy
2019-07-12,2019-07-12,0.5859,12.3,True,vix_derived_proxy
2019-07-15,2019-07-15,0.5902,17.06,True,vix_derived_proxy
2019-07-16,2019-07-16,0.5929,19.64,True,vix_derived_proxy
2019-07-17,2019-07-17,0.6096,36.51,True,vix_derived_proxy
2019-07-18,2019-07-18,0.6029,31.55,True,vix_derived_proxy
2019-07-19,2019-07-19,0.6167,40.87,True,vix_derived_proxy
2019-07-22,2019-07-22,0.6029,30.95,True,vix_derived_proxy
2019-07-23,2019-07-23,0.5891,15.08,True,vix_derived_proxy
2019-07-24,2019-07-24,0.581,5.75,True,vix_derived_proxy
2019-07-25,2019-07-25,0.5911,16.67,True,vix_derived_proxy
2019-07-26,2019-07-26,0.5824,7.74,True,vix_derived_proxy
2019-07-29,2019-07-29,0.5924,17.66,True,vix_derived_proxy
2019-07-30,2019-07-30,0.6091,35.32,True,vix_derived_proxy
2019-07-31,2019-07-31,0.6418,60.32,True,vix_derived_proxy
2019-08-01,2019-08-01,0.6681,70.24,True,vix_derived_proxy
2019-08-02,2019-08-02,0.6642,68.65,True,vix_derived_proxy
2019-08-05,2019-08-05,0.7689,94.84,True,vix_derived_proxy
2019-08-06,2019-08-06,0.7026,83.33,True,vix_derived_proxy
2019-08-07,2019-08-07,0.6923,78.17,True,vix_derived_proxy
2019-08-08,2019-08-08,0.6536,64.29,True,vix_derived_proxy
2019-08-09,2019-08-09,0.6695,69.44,True,vix_derived_proxy
2019-08-12,2019-08-12,0.7164,86.51,True,vix_derived_proxy
2019-08-13,2019-08-13,0.6628,66.27,True,vix_derived_proxy
2019-08-14,2019-08-14,0.7315,90.87,True,vix_derived_proxy
2019-08-15,2019-08-15,0.7177,86.11,True,vix_derived_proxy
2019-08-16,2019-08-16,0.677,70.24,True,vix_derived_proxy
2019-08-19,2019-08-19,0.6532,61.51,True,vix_derived_proxy
2019-08-20,2019-08-20,0.6625,64.48,True,vix_derived_proxy
2019-08-21,2019-08-21,0.637,49.21,True,vix_derived_proxy
2019-08-22,2019-08-22,0.6502,60.32,True,vix_derived_proxy
2019-08-23,2019-08-23,0.6981,78.57,True,vix_derived_proxy
2019-08-26,2019-08-26,0.6898,75.2,True,vix_derived_proxy
2019-08-27,2019-08-27,0.7046,82.14,True,vix_derived_proxy
2019-08-28,2019-08-28,0.6903,75.4,True,vix_derived_proxy
2019-08-29,2019-08-29,0.6682,65.48,True,vix_derived_proxy
2019-08-30,2019-08-30,0.6847,71.83,True,vix_derived_proxy
2019-09-03,2019-09-03,0.6949,77.78,True,vix_derived_proxy
2019-09-04,2019-09-04,0.6599,59.92,True,vix_derived_proxy
2019-09-05,2019-09-05,0.6441,52.38,True,vix_derived_proxy
2019-09-06,2019-09-06,0.625,37.7,True,vix_derived_proxy
2019-09-09,2019-09-09,0.6291,39.68,True,vix_derived_proxy
2019-09-10,2019-09-10,0.628,38.89,True,vix_derived_proxy
2019-09-11,2019-09-11,0.6191,31.35,True,vix_derived_proxy
2019-09-12,2019-09-12,0.6133,27.98,True,vix_derived_proxy
2019-09-13,2019-09-13,0.6061,24.01,True,vix_derived_proxy
2019-09-16,2019-09-16,0.6201,31.75,True,vix_derived_proxy
2019-09-17,2019-09-17,0.6166,29.76,True,vix_derived_proxy
2019-09-18,2019-09-18,0.6092,24.6,True,vix_derived_proxy
2019-09-19,2019-09-19,0.6108,25.79,True,vix_derived_proxy
2019-09-20,2019-09-20,0.6298,40.48,True,vix_derived_proxy
2019-09-23,2019-09-23,0.6236,35.52,True,vix_derived_proxy
2019-09-24,2019-09-24,0.6557,59.13,True,vix_derived_proxy
2019-09-25,2019-09-25,0.6394,47.82,True,vix_derived_proxy
2019-09-26,2019-09-26,0.641,49.6,True,vix_derived_proxy
2019-09-27,2019-09-27,0.6583,59.13,True,vix_derived_proxy
2019-09-30,2019-09-30,0.6436,51.19,True,vix_derived_proxy
2019-10-01,2019-10-01,0.6784,68.25,True,vix_derived_proxy
2019-10-02,2019-10-02,0.7084,83.33,True,vix_derived_proxy
2019-10-03,2019-10-03,0.6868,72.62,True,vix_derived_proxy
2019-10-04,2019-10-04,0.6556,57.14,True,vix_derived_proxy
2019-10-07,2019-10-07,0.6679,62.7,True,vix_derived_proxy
2019-10-08,2019-10-08,0.7042,81.35,True,vix_derived_proxy
2019-10-09,2019-10-09,0.6796,67.46,True,vix_derived_proxy
2019-10-10,2019-10-10,0.6635,59.92,True,vix_derived_proxy
2019-10-11,2019-10-11,0.6337,38.89,True,vix_derived_proxy
2019-10-14,2019-10-14,0.6185,26.19,True,vix_derived_proxy
2019-10-15,2019-10-15,0.6031,15.87,True,vix_derived_proxy
2019-10-16,2019-10-16,0.6052,17.86,True,vix_derived_proxy
2019-10-17,2019-10-17,0.6068,19.84,True,vix_derived_proxy
2019-10-18,2019-10-18,0.6138,24.21,True,vix_derived_proxy
2019-10-21,2019-10-21,0.61,22.22,True,vix_derived_proxy
2019-10-22,2019-10-22,0.6169,27.98,True,vix_derived_proxy
2019-10-23,2019-10-23,0.6102,22.62,True,vix_derived_proxy
2019-10-24,2019-10-24,0.6057,18.45,True,vix_derived_proxy
2019-10-25,2019-10-25,0.5897,5.16,True,vix_derived_proxy
