date,publish_date,equity_pcr,equity_pcr_pctl,is_proxy,source
2019-10-28,2019-10-28,0.5966,10.91,True,vix_derived_proxy
2019-10-29,2019-10-29,0.598,12.7,True,vix_derived_proxy
2019-10-30,2019-10-30,0.5849,3.17,True,vix_derived_proxy
2019-10-31,2019-10-31,0.5983,13.49,True,vix_derived_proxy
2019-11-01,2019-11-01,0.5845,2.78,True,vix_derived_proxy
2019-11-04,2019-11-04,0.5924,8.13,True,vix_derived_proxy
2019-11-05,2019-11-05,0.5965,11.71,True,vix_derived_proxy
2019-11-06,2019-11-06,0.5893,5.95,True,vix_derived_proxy
2019-11-07,2019-11-07,0.5909,7.34,True,vix_derived_proxy
2019-11-08,2019-11-08,0.581,0.99,True,vix_derived_proxy
2019-11-11,2019-11-11,0.5903,7.54,True,vix_derived_proxy
2019-11-12,2019-11-12,0.5902,7.34,True,vix_derived_proxy
2019-11-13,2019-11-13,0.595,12.7,True,vix_derived_proxy
2019-11-14,2019-11-14,0.5958,13.89,True,vix_derived_proxy
2019-11-15,2019-11-15,0.5808,0.79,True,vix_derived_proxy
2019-11-18,2019-11-18,0.5869,5.56,True,vix_derived_proxy
2019-11-19,2019-11-19,0.5929,11.71,True,vix_derived_proxy
2019-11-20,2019-11-20,0.5917,10.32,True,vix_derived_proxy
2019-11-21,2019-11-21,0.597,17.86,True,vix_derived_proxy
2019-11-22,2019-11-22,0.5851,4.76,True,vix_derived_proxy
2019-11-25,2019-11-25,0.578,0.4,True,vix_derived_proxy
2019-11-26,2019-11-26,0.5731,0.4,True,vix_derived_proxy
2019-11-27,2019-11-27,0.5762,0.79,True,vix_derived_proxy
2019-11-29,2019-11-29,0.5893,8.93,True,vix_derived_proxy
2019-12-02,2019-12-02,0.6236,44.84,True,vix_derived_proxy
2019-12-03,2019-12-03,0.6394,57.94,True,vix_derived_proxy
2019-12-04,2019-12-04,0.622,43.45,True,vix_derived_proxy
2019-12-05,2019-12-05,0.6178,39.29,True,vix_derived_proxy
2019-12-06,2019-12-06,0.6043,27.38,True,vix_derived_proxy
2019-12-09,2019-12-09,0.6379,57.54,True,vix_derived_proxy
2019-12-10,2019-12-10,0.6352,54.76,True,vix_derived_proxy
2019-12-11,2019-12-11,0.6248,47.22,True,vix_derived_proxy
2019-12-12,2019-12-12,0.6091,31.55,True,vix_derived_proxy
2019-12-13,2019-12-13,0.5895,9.52,True,vix_derived_proxy
2019-12-16,2019-12-16,0.5821,3.57,True,vix_derived_proxy
2019-12-17,2019-12-17,0.5843,5.16,True,vix_derived_proxy
2019-12-18,2019-12-18,0.5887,8.73,True,vix_derived_proxy
2019-12-19,2019-12-19,0.5875,8.33,True,vix_derived_proxy
2019-12-20,2019-12-20,0.5877,8.73,True,vix_derived_proxy
2019-12-23,2019-12-23,0.5891,10.52,True,vix_derived_proxy
2019-12-24,2019-12-24,0.5901,12.7,True,vix_derived_proxy
2019-12-26,2019-12-26,0.5897,12.5,True,vix_derived_proxy
2019-12-27,2019-12-27,0.6015,27.78,True,vix_derived_proxy
2019-12-30,2019-12-30,0.6223,49.21,True,vix_derived_proxy
2019-12-31,2019-12-31,0.6067,34.52,True,vix_derived_proxy
2020-01-02,2020-01-02,0.5871,8.33,True,vix_derived_proxy
2020-01-03,2020-01-03,0.6103,39.09,True,vix_derived_proxy
2020-01-06,2020-01-06,0.6078,35.71,True,vix_derived_proxy
2020-01-07,2020-01-07,0.6068,35.52,True,vix_derived_proxy
2020-01-08,2020-01-08,0.6017,28.57,True,vix_derived_proxy
2020-01-09,2020-01-09,0.5881,9.52,True,vix_derived_proxy
2020-01-10,2020-01-10,0.5884,9.92,True,vix_derived_proxy
2020-01-13,2020-01-13,0.5848,6.15,True,vix_derived_proxy
2020-01-14,2020-01-14,0.5859,7.74,True,vix_derived_proxy
2020-01-15,2020-01-15,0.5863,8.53,True,vix_derived_proxy
2020-01-16,2020-01-16,0.5848,6.35,True,vix_derived_proxy
2020-01-17,2020-01-17,0.5815,3.57,True,vix_derived_proxy
2020-01-21,2020-01-21,0.5928,20.63,True,vix_derived_proxy
2020-01-22,2020-01-22,0.5936,22.62,True,vix_derived_proxy
2020-01-23,2020-01-23,0.5947,23.81,True,vix_derived_proxy
2020-01-24,2020-01-24,0.6184,50.79,True,vix_derived_proxy
2020-01-27,2020-01-27,0.6734,89.68,True,vix_derived_proxy
2020-01-28,2020-01-28,0.6442,77.58,True,vix_derived_proxy
2020-01-29,2020-01-29,0.6458,79.76,True,vix_derived_proxy
2020-01-30,2020-01-30,0.6323,65.48,True,vix_derived_proxy
2020-01-31,2020-01-31,0.6826,92.06,True,vix_derived_proxy
2020-02-03,2020-02-03,0.6695,89.09,True,vix_derived_proxy
2020-02-04,2020-02-04,0.6407,74.01,True,vix_derived_proxy
2020-02-05,2020-02-05,0.6272,60.32,True,vix_derived_proxy
2020-02-06,2020-02-06,0.6244,58.73,True,vix_derived_proxy
2020-02-07,2020-02-07,0.6321,65.87,True,vix_derived_proxy
2020-02-10,2020-02-10,0.6256,59.92,True,vix_derived_proxy
2020-02-11,2020-02-11,0.6277,62.3,True,vix_derived_proxy
2020-02-12,2020-02-12,0.6061,38.49,True,vix_derived_proxy
2020-02-13,2020-02-13,0.6122,46.43,True,vix_derived_proxy
2020-02-14,2020-02-14,0.6052,37.1,True,vix_derived_proxy
2020-02-18,2020-02-18,0.6224,57.54,True,vix_derived_proxy
2020-02-19,2020-02-19,0.6157,49.21,True,vix_derived_proxy
2020-02-20,2020-02-20,0.6334,67.86,True,vix_derived_proxy
2020-02-21,2020-02-21,0.6562,83.73,True,vix_derived_proxy
2020-02-24,2020-02-24,0.7755,100.0,True,vix_derived_proxy
2020-02-25,2020-02-25,0.8178,100.0,True,vix_derived_proxy
2020-02-26,2020-02-26,0.8134,99.6,True,vix_derived_proxy
2020-02-27,2020-02-27,0.9874,100.0,True,vix_derived_proxy
2020-02-28,2020-02-28,1.0017,100.0,True,vix_derived_proxy
2020-03-02,2020-03-02,0.9013,99.21,True,vix_derived_proxy
2020-03-03,2020-03-03,0.9523,99.21,True,vix_derived_proxy
2020-03-04,2020-03-04,0.8798,98.41,True,vix_derived_proxy
2020-03-05,2020-03-05,0.9943,99.6,True,vix_derived_proxy
2020-03-06,2020-03-06,1.0291,100.0,True,vix_derived_proxy
2020-03-09,2020-03-09,1.2169,100.0,True,vix_derived_proxy
2020-03-10,2020-03-10,1.1095,99.6,True,vix_derived_proxy
2020-03-11,2020-03-11,1.2085,99.6,True,vix_derived_proxy
2020-03-12,2020-03-12,1.4,100.0,True,vix_derived_proxy
2020-03-13,2020-03-13,1.2675,99.6,True,vix_derived_proxy
2020-03-16,2020-03-16,1.4,99.8,True,vix_derived_proxy
2020-03-17,2020-03-17,1.4,99.6,True,vix_derived_proxy
2020-03-18,2020-03-18,1.4,99.4,True,vix_derived_proxy
2020-03-19,2020-03-19,1.4,99.21,True,vix_derived_proxy
2020-03-20,2020-03-20,1.3906,98.02,True,vix_derived_proxy
2020-03-23,2020-03-23,1.3239,97.62,True,vix_derived_proxy
2020-03-24,2020-03-24,1.325,97.62,True,vix_derived_proxy
2020-03-25,2020-03-25,1.3593,97.62,True,vix_derived_proxy
2020-03-26,2020-03-26,1.315,96.43,True,vix_derived_proxy
2020-03-27,2020-03-27,1.3831,97.62,True,vix_derived_proxy
2020-03-30,2020-03-30,1.2562,95.24,True,vix_derived_proxy
2020-03-31,2020-03-31,1.2031,94.05,True,vix_derived_proxy
2020-04-01,2020-04-01,1.2559,94.84,True,vix_derived_proxy
2020-04-02,2020-04-02,1.1636,93.25,True,vix_derived_proxy
2020-04-03,2020-04-03,1.102,92.46,True,vix_derived_proxy
2020-04-06,2020-04-06,1.0786,92.06,True,vix_derived_proxy
2020-04-07,2020-04-07,1.1005,92.06,True,vix_derived_proxy
2020-04-08,2020-04-08,1.0502,91.27,True,vix_derived_proxy
2020-04-09,2020-04-09,1.025,90.48,True,vix_derived_proxy
2020-04-13,2020-04-13,1.0175,90.08,True,vix_derived_proxy
2020-04-14,2020-04-14,0.9664,88.49,True,vix_derived_proxy
2020-04-15,2020-04-15,1.0126,89.68,True,vix_derived_proxy
2020-04-16,2020-04-16,1.0017,89.09,True,vix_derived_proxy
2020-04-17,2020-04-17,0.9723,87.7,True,vix_derived_proxy
2020-04-20,2020-04-20,1.0575,91.27,True,vix_derived_proxy
2020-04-21,2020-04-21,1.0811,91.67,True,vix_derived_proxy
2020-04-22,2020-04-22,1.0297,90.08,True,vix_derived_proxy
2020-04-23,2020-04-23,1.0207,88.89,True,vix_derived_proxy
2020-04-24,2020-04-24,0.939,84.92,True,vix_derived_proxy
2020-04-27,2020-04-27,0.8994,84.13,True,vix_derived_proxy
2020-04-28,2020-04-28,0.9035,84.52,True,vix_derived_proxy
2020-04-29,2020-04-29,0.8684,82.94,True,vix_derived_proxy
2020-04-30,2020-04-30,0.9123,84.52,True,vix_derived_proxy
2020-05-01,2020-05-01,0.9578,85.32,True,vix_derived_proxy
2020-05-04,2020-05-04,0.9396,84.52,True,vix_derived_proxy
2020-05-05,2020-05-05,0.9042,83.33,True,vix_derived_proxy
2020-05-06,2020-05-06,0.9118,83.33,True,vix_derived_proxy
2020-05-07,2020-05-07,0.8716,80.95,True,vix_derived_proxy
2020-05-08,2020-05-08,0.8197,80.16,True,vix_derived_proxy
2020-05-11,2020-05-11,0.8135,79.37,True,vix_derived_proxy
2020-05-12,2020-05-12,0.8956,81.35,True,vix_derived_proxy
2020-05-13,2020-05-13,0.9292,83.73,True,vix_derived_proxy
2020-05-14,2020-05-14,0.8892,80.56,True,vix_derived_proxy
2020-05-15,2020-05-15,0.8783,79.76,True,vix_derived_proxy
2020-05-18,2020-05-18,0.8395,78.57,True,vix_derived_proxy
2020-05-19,2020-05-19,0.858,78.57,True,vix_derived_proxy
2020-05-20,2020-05-20,0.8198,77.78,True,vix_derived_proxy
2020-05-21,2020-05-21,0.843,78.17,True,vix_derived_proxy
2020-05-22,2020-05-22,0.8224,77.38,True,vix_derived_proxy
2020-05-26,2020-05-26,0.8202,76.98,True,vix_derived_proxy
2020-05-27,2020-05-27,0.8143,75.4,True,vix_derived_proxy
2020-05-28,2020-05-28,0.8289,77.38,True,vix_derived_proxy
2020-05-29,2020-05-29,0.8127,73.81,True,vix_derived_proxy
2020-06-01,2020-06-01,0.8234,76.98,True,vix_derived_proxy
2020-06-02,2020-06-02,0.8026,73.02,True,vix_derived_proxy
2020-06-03,2020-06-03,0.7849,72.62,True,vix_derived_proxy
2020-06-04,2020-06-04,0.7871,72.62,True,vix_derived_proxy
2020-06-05,2020-06-05,0.7678,71.03,True,vix_derived_proxy
2020-06-08,2020-06-08,0.7871,72.42,True,vix_derived_proxy
2020-06-09,2020-06-09,0.8135,74.01,True,vix_derived_proxy
2020-06-10,2020-06-10,0.8135,73.81,True,vix_derived_proxy
2020-06-11,2020-06-11,1.0119,87.7,True,vix_derived_proxy
2020-06-12,2020-06-12,0.9414,84.13,True,vix_derived_proxy
2020-06-15,2020-06-15,0.916,82.54,True,vix_derived_proxy
2020-06-16,2020-06-16,0.905,81.35,True,vix_derived_proxy
2020-06-17,2020-06-17,0.9021,80.16,True,vix_derived_proxy
2020-06-18,2020-06-18,0.8941,78.57,True,vix_derived_proxy
2020-06-19,2020-06-19,0.9268,82.54,True,vix_derived_proxy
2020-06-22,2020-06-22,0.8766,76.59,True,vix_derived_proxy
2020-06-23,2020-06-23,0.8706,75.79,True,vix_derived_proxy
2020-06-24,2020-06-24,0.9076,80.95,True,vix_derived_proxy
2020-06-25,2020-06-25,0.8833,76.98,True,vix_derived_proxy
2020-06-26,2020-06-26,0.9209,82.14,True,vix_derived_proxy
2020-06-29,2020-06-29,0.8767,75.4,True,vix_derived_proxy
2020-06-30,2020-06-30,0.8565,73.02,True,vix_derived_proxy
2020-07-01,2020-07-01,0.8293,71.83,True,vix_derived_proxy
2020-07-02,2020-07-02,0.8152,68.65,True,vix_derived_proxy
2020-07-06,2020-07-06,0.8191,69.05,True,vix_derived_proxy
2020-07-07,2020-07-07,0.8415,72.22,True,vix_derived_proxy
2020-07-08,2020-07-08,0.8212,69.84,True,vix_derived_proxy
2020-07-09,2020-07-09,0.8389,71.43,True,vix_derived_proxy
2020-07-10,2020-07-10,0.8094,64.29,True,vix_derived_proxy
2020-07-13,2020-07-13,0.8828,76.19,True,vix_derived_proxy
2020-07-14,2020-07-14,0.8428,71.83,True,vix_derived_proxy
2020-07-15,2020-07-15,0.8164,66.27,True,vix_derived_proxy
2020-07-16,2020-07-16,0.82,67.86,True,vix_derived_proxy
2020-07-17,2020-07-17,0.7852,61.11,True,vix_derived_proxy
2020-07-20,2020-07-20,0.7669,59.13,True,vix_derived_proxy
2020-07-21,2020-07-21,0.7726,59.92,True,vix_derived_proxy
2020-07-22,2020-07-22,0.7648,58.33,True,vix_derived_proxy
2020-07-23,2020-07-23,0.7912,61.9,True,vix_derived_proxy
2020-07-24,2020-07-24,0.7876,61.51,True,vix_derived_proxy
2020-07-27,2020-07-27,0.7711,58.73,True,vix_derived_proxy
2020-07-28,2020-07-28,0.7816,59.52,True,vix_derived_proxy
2020-07-29,2020-07-29,0.7615,56.35,True,vix_derived_proxy
2020-07-30,2020-07-30,0.7714,58.33,True,vix_derived_proxy
2020-07-31,2020-07-31,0.7669,56.55,True,vix_derived_proxy
2020-08-03,2020-08-03,0.7642,55.56,True,vix_derived_proxy
2020-08-04,2020-08-04,0.7564,55.16,True,vix_derived_proxy
2020-08-05,2020-08-05,0.7448,54.76,True,vix_derived_proxy
2020-08-06,2020-08-06,0.7397,54.37,True,vix_derived_proxy
2020-08-07,2020-08-07,0.7331,53.97,True,vix_derived_proxy
2020-08-10,2020-08-10,0.7319,53.57,True,vix_derived_proxy
2020-08-11,2020-08-11,0.7605,55.16,True,vix_derived_proxy
2020-08-12,2020-08-12,0.7342,53.57,True,vix_derived_proxy
2020-08-13,2020-08-13,0.7319,52.58,True,vix_derived_proxy
2020-08-14,2020-08-14,0.7307,51.98,True,vix_derived_proxy
2020-08-17,2020-08-17,0.7203,51.59,True,vix_derived_proxy
2020-08-18,2020-08-18,0.7227,51.59,True,vix_derived_proxy
2020-08-19,2020-08-19,0.7381,53.57,True,vix_derived_proxy
2020-08-20,2020-08-20,0.7408,53.97,True,vix_derived_proxy
2020-08-21,2020-08-21,0.7381,52.98,True,vix_derived_proxy
2020-08-24,2020-08-24,0.7356,52.38,True,vix_derived_proxy
2020-08-25,2020-08-25,0.7305,50.0,True,vix_derived_proxy
2020-08-26,2020-08-26,0.7491,54.37,True,vix_derived_proxy
2020-08-27,2020-08-27,0.767,57.14,True,vix_derived_proxy
2020-08-28,2020-08-28,0.7444,53.17,True,vix_derived_proxy
2020-08-31,2020-08-31,0.7961,61.9,True,vix_derived_proxy
2020-09-01,2020-09-01,0.7918,61.51,True,vix_derived_proxy
2020-09-02,2020-09-02,0.7985,61.9,True,vix_derived_proxy
2020-09-03,2020-09-03,0.904,79.37,True,vix_derived_proxy
2020-09-04,2020-09-04,0.8612,72.62,True,vix_derived_proxy
2020-09-08,2020-09-08,0.8719,73.81,True,vix_derived_proxy
2020-09-09,2020-09-09,0.8321,69.05,True,vix_derived_proxy
2020-09-10,2020-09-10,0.8456,71.03,True,vix_derived_proxy
2020-09-11,2020-09-11,0.8031,60.32,True,vix_derived_proxy
2020-09-14,2020-09-14,0.7878,57.94,True,vix_derived_proxy
2020-09-15,2020-09-15,0.7839,55.56,True,vix_derived_proxy
2020-09-16,2020-09-16,0.7906,57.94,True,vix_derived_proxy
2020-09-17,2020-09-17,0.7969,59.13,True,vix_derived_proxy
2020-09-18,2020-09-18,0.7874,56.35,True,vix_derived_proxy
2020-09-21,2020-09-21,0.8167,63.89,True,vix_derived_proxy
2020-09-22,2020-09-22,0.8029,59.52,True,vix_derived_proxy
2020-09-23,2020-09-23,0.8287,67.46,True,vix_derived_proxy
2020-09-24,2020-09-24,0.8277,67.06,True,vix_derived_proxy
2020-09-25,2020-09-25,0.7957,56.75,True,vix_derived_proxy
2020-09-28,2020-09-28,0.7929,56.35,True,vix_derived_proxy
2020-09-29,2020-09-29,0.7941,56.35,True,vix_derived_proxy
2020-09-30,2020-09-30,0.7956,56.35,True,vix_derived_proxy
2020-10-01,2020-10-01,0.8005,57.94,True,vix_derived_proxy
2020-10-02,2020-10-02,0.8144,61.9,True,vix_derived_proxy
2020-10-05,2020-10-05,0.8194,63.89,True,vix_derived_proxy
2020-10-06,2020-10-06,0.8422,69.84,True,vix_derived_proxy
2020-10-07,2020-10-07,0.8209,65.08,True,vix_derived_proxy
2020-10-08,2020-10-08,0.7954,53.97,True,vix_derived_proxy
2020-10-09,2020-10-09,0.775,47.62,True,vix_derived_proxy
2020-10-12,2020-10-12,0.776,48.02,True,vix_derived_proxy
2020-10-13,2020-10-13,0.791,51.98,True,vix_derived_proxy
2020-10-14,2020-10-14,0.796,54.76,True,vix_derived_proxy
2020-10-15,2020-10-15,0.8045,57.54,True,vix_derived_proxy
2020-10-16,2020-10-16,0.8111,57.94,True,vix_derived_proxy
2020-10-19,2020-10-19,0.8377,68.25,True,vix_derived_proxy
2020-10-20,2020-10-20,0.8403,69.05,True,vix_derived_proxy
2020-10-21,2020-10-21,0.8297,67.06,True,vix_derived_proxy
2020-10-22,2020-10-22,0.8217,64.29,True,vix_derived_proxy
2020-10-23,2020-10-23,0.8132,56.75,True,vix_derived_proxy
2020-10-26,2020-10-26,0.8869,76.19,True,vix_derived_proxy
2020-10-27,2020-10-27,0.9002,77.78,True,vix_derived_proxy
2020-10-28,2020-10-28,1.0042,87.3,True,vix_derived_proxy
2020-10-29,2020-10-29,0.9639,84.52,True,vix_derived_proxy
2020-10-30,2020-10-30,0.9703,84.92,True,vix_derived_proxy
2020-11-02,2020-11-02,0.957,83.33,True,vix_derived_proxy
2020-11-03,2020-11-03,0.9332,81.35,True,vix_derived_proxy
2020-11-04,2020-11-04,0.8435,67.86,True,vix_derived_proxy
2020-11-05,2020-11-05,0.8137,55.16,True,vix_derived_proxy
2020-11-06,2020-11-06,0.7729,39.68,True,vix_derived_proxy
2020-11-09,2020-11-09,0.7862,42.46,True,vix_derived_proxy
2020-11-10,2020-11-10,0.772,38.49,True,vix_derived_proxy
2020-11-11,2020-11-11,0.7518,33.73,True,vix_derived_proxy
2020-11-12,2020-11-12,0.7803,40.48,True,vix_derived_proxy
2020-11-13,2020-11-13,0.7465,32.54,True,vix_derived_proxy
2020-11-16,2020-11-16,0.7368,29.76,True,vix_derived_proxy
2020-11-17,2020-11-17,0.7406,30.95,True,vix_derived_proxy
2020-11-18,2020-11-18,0.7576,33.73,True,vix_derived_proxy
2020-11-19,2020-11-19,0.7467,32.14,True,vix_derived_proxy
2020-11-20,2020-11-20,0.7555,32.94,True,vix_derived_proxy
2020-11-23,2020-11-23,0.7399,29.37,True,vix_derived_proxy
2020-11-24,2020-11-24,0.7246,24.6,True,vix_derived_proxy
2020-11-25,2020-11-25,0.7188,23.41,True,vix_derived_proxy
2020-11-27,2020-11-27,0.7126,23.02,True,vix_derived_proxy
2020-11-30,2020-11-30,0.7085,22.62,True,vix_derived_proxy
2020-12-01,2020-12-01,0.7116,22.62,True,vix_derived_proxy
2020-12-02,2020-12-02,0.7176,23.02,True,vix_derived_proxy
2020-12-03,2020-12-03,0.7192,23.41,True,vix_derived_proxy
2020-12-04,2020-12-04,0.7119,21.83,True,vix_derived_proxy
2020-12-07,2020-12-07,0.7195,23.41,True,vix_derived_proxy
2020-12-08,2020-12-08,0.7102,20.63,True,vix_derived_proxy
2020-12-09,2020-12-09,0.7341,26.59,True,vix_derived_proxy
2020-12-10,2020-12-10,0.7378,27.78,True,vix_derived_proxy
2020-12-11,2020-12-11,0.7496,32.14,True,vix_derived_proxy
2020-12-14,2020-12-14,0.7708,36.9,True,vix_derived_proxy
2020-12-15,2020-12-15,0.7433,29.37,True,vix_derived_proxy
2020-12-16,2020-12-16,0.7375,26.19,True,vix_derived_proxy
2020-12-17,2020-12-17,0.729,22.22,True,vix_derived_proxy
2020-12-18,2020-12-18,0.7235,21.43,True,vix_derived_proxy
2020-12-21,2020-12-21,0.7774,40.08,True,vix_derived_proxy
2020-12-22,2020-12-22,0.7634,33.73,True,vix_derived_proxy
2020-12-23,2020-12-23,0.7496,30.75,True,vix_derived_proxy
2020-12-24,2020-12-24,0.723,19.84,True,vix_derived_proxy
2020-12-28,2020-12-28,0.7255,20.63,True,vix_derived_proxy
2020-12-29,2020-12-29,0.7462,28.97,True,vix_derived_proxy
2020-12-30,2020-12-30,0.7416,27.38,True,vix_derived_proxy
2020-12-31,2020-12-31,0.7412,26.98,True,vix_derived_proxy
2021-01-04,2021-01-04,0.8045,51.39,True,vix_derived_proxy
2021-01-05,2021-01-05,0.7801,39.68,True,vix_derived_proxy
2021-01-06,2021-01-06,0.776,38.69,True,vix_derived_proxy
2021-01-07,2021-01-07,0.7356,21.63,True,vix_derived_proxy
2021-01-08,2021-01-08,0.7234,16.67,True,vix_derived_proxy
2021-01-11,2021-01-11,0.7612,31.75,True,vix_derived_proxy
2021-01-12,2021-01-12,0.7499,29.37,True,vix_derived_proxy
2021-01-13,2021-01-13,0.7331,19.25,True,vix_derived_proxy
2021-01-14,2021-01-14,0.7488,27.78,True,vix_derived_proxy
2021-01-15,2021-01-15,0.7651,33.33,True,vix_derived_proxy
2021-01-19,2021-01-19,0.7486,26.98,True,vix_derived_proxy
2021-01-20,2021-01-20,0.7237,14.68,True,vix_derived_proxy
2021-01-21,2021-01-21,0.7198,12.3,True,vix_derived_proxy
2021-01-22,2021-01-22,0.7286,15.48,True,vix_derived_proxy
2021-01-25,2021-01-25,0.7479,26.59,True,vix_derived_proxy
2021-01-26,2021-01-26,0.7453,25.0,True,vix_derived_proxy
2021-01-27,2021-01-27,0.9581,83.73,True,vix_derived_proxy
2021-01-28,2021-01-28,0.8531,67.86,True,vix_derived_proxy
2021-01-29,2021-01-29,0.8964,74.6,True,vix_derived_proxy
2021-02-01,2021-02-01,0.8536,67.46,True,vix_derived_proxy
2021-02-02,2021-02-02,0.7834,38.89,True,vix_derived_proxy
2021-02-03,2021-02-03,0.7436,21.83,True,vix_derived_proxy
2021-02-04,2021-02-04,0.7266,11.9,True,vix_derived_proxy
2021-02-05,2021-02-05,0.7131,6.35,True,vix_derived_proxy
2021-02-08,2021-02-08,0.7186,6.75,True,vix_derived_proxy
2021-02-09,2021-02-09,0.7244,10.71,True,vix_derived_proxy
2021-02-10,2021-02-10,0.7298,12.7,True,vix_derived_proxy
2021-02-11,2021-02-11,0.7188,6.15,True,vix_derived_proxy
2021-02-12,2021-02-12,0.6995,2.38,True,vix_derived_proxy
2021-02-16,2021-02-16,0.7219,7.94,True,vix_derived_proxy
2021-02-17,2021-02-17,0.7225,7.94,True,vix_derived_proxy
2021-02-18,2021-02-18,0.7373,17.06,True,vix_derived_proxy
2021-02-19,2021-02-19,0.7307,12.9,True,vix_derived_proxy
2021-02-22,2021-02-22,0.7518,27.18,True,vix_derived_proxy
2021-02-23,2021-02-23,0.7467,24.01,True,vix_derived_proxy
2021-02-24,2021-02-24,0.7201,5.95,True,vix_derived_proxy
2021-02-25,2021-02-25,0.8333,62.7,True,vix_derived_proxy
2021-02-26,2021-02-26,0.8193,56.35,True,vix_derived_proxy
2021-03-01,2021-03-01,0.7503,27.78,True,vix_derived_proxy
2021-03-02,2021-03-02,0.7615,31.15,True,vix_derived_proxy
2021-03-03,2021-03-03,0.8001,49.21,True,vix_derived_proxy
2021-03-04,2021-03-04,0.8285,62.3,True,vix_derived_proxy
2021-03-05,2021-03-05,0.7699,34.92,True,vix_derived_proxy
2021-03-08,2021-03-08,0.782,40.48,True,vix_derived_proxy
2021-03-09,2021-03-09,0.7605,30.36,True,vix_derived_proxy
2021-03-10,2021-03-10,0.7384,19.05,True,vix_derived_proxy
2021-03-11,2021-03-11,0.7286,11.31,True,vix_derived_proxy
2021-03-12,2021-03-12,0.7104,1.59,True,vix_derived_proxy
2021-03-15,2021-03-15,0.7005,0.79,True,vix_derived_proxy
2021-03-16,2021-03-16,0.6969,0.4,True,vix_derived_proxy
2021-03-17,2021-03-17,0.6884,0.4,True,vix_derived_proxy
2021-03-18,2021-03-18,0.7237,10.91,True,vix_derived_proxy
2021-03-19,2021-03-19,0.7143,4.76,True,vix_derived_proxy
2021-03-22,2021-03-22,0.6832,0.4,True,vix_derived_proxy
2021-03-23,2021-03-23,0.7045,2.38,True,vix_derived_proxy
2021-03-24,2021-03-24,0.718,6.35,True,vix_derived_proxy
2021-03-25,2021-03-25,0.6971,1.59,True,vix_derived_proxy
2021-03-26,2021-03-26,0.6829,0.4,True,vix_derived_proxy
2021-03-29,2021-03-29,0.7111,4.76,True,vix_derived_proxy
2021-03-30,2021-03-30,0.6942,1.59,True,vix_derived_proxy
2021-03-31,2021-03-31,0.691,1.59,True,vix_derived_proxy
2021-04-01,2021-04-01,0.6599,0.4,True,vix_derived_proxy
2021-04-05,2021-04-05,0.6686,0.79,True,vix_derived_proxy
2021-04-06,2021-04-06,0.6718,1.19,True,vix_derived_proxy
2021-04-07,2021-04-07,0.6574,0.4,True,vix_derived_proxy
2021-04-08,2021-04-08,0.6543,0.4,True,vix_derived_proxy
2021-04-09,2021-04-09,0.6504,0.4,True,vix_derived_proxy
