date,publish_date,naaim_exposure,naaim_pctl,is_proxy
2024-01-31,2024-01-31,87.36,75.0,False
2024-02-07,2024-02-07,93.77,84.13,False
2024-02-14,2024-02-14,95.58,86.11,False
2024-02-21,2024-02-21,74.7,53.97,False
2024-02-28,2024-02-28,88.99,77.78,False
2024-03-06,2024-03-06,93.99,84.13,False
2024-03-13,2024-03-13,104.75,96.43,False
2024-03-20,2024-03-20,93.22,81.35,False
2024-03-27,2024-03-27,103.88,96.03,False
2024-04-03,2024-04-03,84.24,69.44,False
2024-04-10,2024-04-10,81.92,65.87,False
2024-04-17,2024-04-17,62.98,36.9,False
2024-04-24,2024-04-24,59.48,33.73,False
2024-05-01,2024-05-01,61.97,36.51,False
2024-05-08,2024-05-08,91.55,78.97,False
2024-05-15,2024-05-15,89.25,76.19,False
2024-05-22,2024-05-22,94.45,84.13,False
2024-05-29,2024-05-29,92.21,79.76,False
2024-06-05,2024-06-05,68.65,46.43,False
2024-06-12,2024-06-12,86.3,71.43,False
2024-06-19,2024-06-19,85.26,69.84,False
2024-06-26,2024-06-26,85.44,70.24,False
2024-07-03,2024-07-03,103.66,94.84,False
2024-07-10,2024-07-10,93.84,82.14,False
2024-07-17,2024-07-17,87.94,73.41,False
2024-07-24,2024-07-24,76.7,53.57,False
2024-07-31,2024-07-31,83.93,65.87,False
2024-08-07,2024-08-07,75.33,51.19,False
2024-08-14,2024-08-14,56.57,27.78,False
2024-08-21,2024-08-21,74.68,49.6,False
2024-08-28,2024-08-28,81.34,61.11,False
2024-09-04,2024-09-04,70.65,45.24,False
2024-09-11,2024-09-11,71.93,48.02,False
2024-09-18,2024-09-18,87.46,72.62,False
2024-09-25,2024-09-25,86.64,70.63,False
2024-10-02,2024-10-02,86.93,70.63,False
2024-10-09,2024-10-09,90.26,77.38,False
2024-10-16,2024-10-16,81.68,61.9,False
2024-10-23,2024-10-23,79.13,58.33,False
2024-10-30,2024-10-30,82.53,63.49,False
2024-11-06,2024-11-06,88.31,75.4,False
2024-11-13,2024-11-13,91.6,79.56,False
2024-11-20,2024-11-20,91.33,78.97,False
2024-11-27,2024-11-27,98.93,90.08,False
2024-12-04,2024-12-04,85.49,69.05,False
2024-12-11,2024-12-11,99.24,90.48,False
2024-12-18,2024-12-18,82.5,62.7,False
2024-12-25,2024-12-25,80.39,59.13,False
2025-01-01,2025-01-01,64.1,35.71,False
2025-01-08,2025-01-08,65.38,38.89,False
2025-01-15,2025-01-15,70.21,43.65,False
2025-01-22,2025-01-22,86.08,69.84,False
2025-01-29,2025-01-29,68.28,40.87,False
2025-02-05,2025-02-05,84.91,66.67,False
2025-02-12,2025-02-12,75.62,50.0,False
2025-02-19,2025-02-19,91.48,78.17,False
2025-02-26,2025-02-26,87.87,72.82,False
2025-03-05,2025-03-05,74.96,48.41,False
2025-03-12,2025-03-12,68.8,40.48,False
2025-03-19,2025-03-19,64.64,33.73,False
2025-03-26,2025-03-26,57.55,26.19,False
2025-04-02,2025-04-02,49.37,16.27,False
2025-04-09,2025-04-09,56.96,25.79,False
2025-04-16,2025-04-16,35.16,8.33,False
2025-04-23,2025-04-23,40.67,10.32,False
2025-04-30,2025-04-30,59.92,30.95,False
2025-05-07,2025-05-07,81.06,59.13,False
2025-05-14,2025-05-14,70.56,44.44,False
2025-05-21,2025-05-21,80.87,59.52,False
2025-05-28,2025-05-28,88.41,75.79,False
2025-06-04,2025-06-04,81.62,61.51,False
2025-06-11,2025-06-11,82.66,64.68,False
2025-06-18,2025-06-18,94.09,85.32,False
2025-06-25,2025-06-25,81.41,61.11,False
2025-07-02,2025-07-02,99.3,91.67,False
2025-07-09,2025-07-09,86.28,71.83,False
2025-07-16,2025-07-16,83.69,66.67,False
2025-07-23,2025-07-23,81.07,59.13,False
2025-07-30,2025-07-30,76.85,51.98,False
2025-08-06,2025-08-06,96.26,87.3,False
2025-08-13,2025-08-13,85.66,70.63,False
2025-08-20,2025-08-20,98.15,90.08,False
2025-08-27,2025-08-27,92.94,82.14,False
2025-09-03,2025-09-03,81.58,59.92,False
2025-09-10,2025-09-10,86.11,71.43,False
2025-09-17,2025-09-17,84.76,67.86,False
2025-09-24,2025-09-24,86.24,72.22,False
2025-10-01,2025-10-01,80.66,57.14,False
2025-10-08,2025-10-08,84.57,67.86,False
2025-10-15,2025-10-15,84.87,69.05,False
2025-10-22,2025-10-22,90.35,81.35,False
2025-10-29,2025-10-29,100.83,94.05,False
2025-11-05,2025-11-05,90.06,80.16,False
2025-11-12,2025-11-12,87.87,76.98,False
2025-11-19,2025-11-19,86.56,74.21,False
2025-11-26,2025-11-26,89.92,80.16,False
2025-12-03,2025-12-03,98.57,92.86,False
2025-12-10,2025-12-10,97.13,90.48,False
2025-12-17,2025-12-17,100.7,95.24,False
2025-12-24,2025-12-24,95.08,88.49,False
2025-12-31,2025-12-31,92.93,84.13,False
2026-01-07,2026-01-07,97.72,91.47,False
2026-01-14,2026-01-14,96.01,88.89,False
2026-01-21,2026-01-21,88.46,76.59,False
2026-01-28,2026-01-28,92.58,82.54,False
2026-02-04,2026-02-04,84.93,66.67,False
2026-02-11,2026-02-11,80.61,54.76,False
2026-02-18,2026-02-18,82.87,62.3,False
2026-02-25,2026-02-25,74.93,46.83,False
2026-03-04,2026-03-04,79.29,53.57,False
2026-03-11,2026-03-11,66.99,36.9,False
2026-03-18,2026-03-18,60.24,28.17,False
2026-03-25,2026-03-25,68.52,38.49,False
2026-04-01,2026-04-01,68.36,38.49,False
2026-04-08,2026-04-08,69.38,40.48,False
2026-04-15,2026-04-15,79.49,54.76,False
2026-04-22,2026-04-22,94.15,88.49,False
2026-04-29,2026-04-29,93.79,86.51,False
2026-05-06,2026-05-06,96.67,90.48,False
2026-05-13,2026-05-13,77.34,50.79,False
2026-05-20,2026-05-20,82.02,61.51,False
2026-05-27,2026-05-27,98.39,93.25,False
