date,open,high,low,close,adj_close,volume
2018-01-02,2294.969970703125,2294.969970703125,2294.969970703125,2294.969970703125,2294.969970703125,0.0
2018-01-03,2326.469970703125,2326.469970703125,2326.469970703125,2326.469970703125,2326.469970703125,0.0
2018-01-04,2327.010009765625,2327.010009765625,2327.010009765625,2327.010009765625,2327.010009765625,0.0
2018-01-05,2357.18994140625,2357.18994140625,2357.18994140625,2357.18994140625,2357.18994140625,0.0
2018-01-08,2393.1201171875,2393.1201171875,2393.1201171875,2393.1201171875,2393.1201171875,0.0
2018-01-09,2388.43994140625,2388.43994140625,2388.43994140625,2388.43994140625,2388.43994140625,0.0
2018-01-10,2388.610107421875,2388.610107421875,2388.610107421875,2388.610107421875,2388.610107421875,0.0
2018-01-11,2403.419921875,2403.419921875,2403.419921875,2403.419921875,2403.419921875,0.0
2018-01-12,2419.06005859375,2419.06005859375,2419.06005859375,2419.06005859375,2419.06005859375,0.0
2018-01-16,2406.14990234375,2406.14990234375,2406.14990234375,2406.14990234375,2406.14990234375,0.0
2018-01-17,2412.719970703125,2412.719970703125,2412.719970703125,2412.719970703125,2412.719970703125,0.0
2018-01-18,2410.989990234375,2410.989990234375,2410.989990234375,2410.989990234375,2410.989990234375,0.0
2018-01-19,2420.669921875,2420.669921875,2420.669921875,2420.669921875,2420.669921875,0.0
2018-01-22,2442.949951171875,2442.949951171875,2442.949951171875,2442.949951171875,2442.949951171875,0.0
2018-01-23,2498.669921875,2498.669921875,2498.669921875,2498.669921875,2498.669921875,0.0
2018-01-24,2495.3701171875,2495.3701171875,2495.3701171875,2495.3701171875,2495.3701171875,0.0
2018-01-25,2501.669921875,2501.669921875,2501.669921875,2501.669921875,2501.669921875,0.0
2018-01-26,2564.419921875,2564.419921875,2564.419921875,2564.419921875,2564.419921875,0.0
2018-01-29,2577.919921875,2577.919921875,2577.919921875,2577.919921875,2577.919921875,0.0
2018-01-30,2556.72998046875,2556.72998046875,2556.72998046875,2556.72998046875,2556.72998046875,0.0
2018-01-31,2570.300048828125,2570.300048828125,2570.300048828125,2570.300048828125,2570.300048828125,0.0
2018-02-01,2542.77001953125,2542.77001953125,2542.77001953125,2542.77001953125,2542.77001953125,0.0
2018-02-02,2489.75,2489.75,2489.75,2489.75,2489.75,0.0
2018-02-05,2383.9599609375,2383.9599609375,2383.9599609375,2383.9599609375,2383.9599609375,0.0
2018-02-06,2450.469970703125,2450.469970703125,2450.469970703125,2450.469970703125,2450.469970703125,0.0
2018-02-07,2442.68994140625,2442.68994140625,2442.68994140625,2442.68994140625,2442.68994140625,0.0
2018-02-08,2368.510009765625,2368.510009765625,2368.510009765625,2368.510009765625,2368.510009765625,0.0
2018-02-09,2415.6298828125,2415.6298828125,2415.6298828125,2415.6298828125,2415.6298828125,0.0
2018-02-12,2444.52001953125,2444.52001953125,2444.52001953125,2444.52001953125,2444.52001953125,0.0
2018-02-13,2490.0400390625,2490.0400390625,2490.0400390625,2490.0400390625,2490.0400390625,0.0
2018-02-14,2553.929931640625,2553.929931640625,2553.929931640625,2553.929931640625,2553.929931640625,0.0
2018-02-15,2609.39990234375,2609.39990234375,2609.39990234375,2609.39990234375,2609.39990234375,0.0
2018-02-16,2585.820068359375,2585.820068359375,2585.820068359375,2585.820068359375,2585.820068359375,0.0
2018-02-20,2597.52001953125,2597.52001953125,2597.52001953125,2597.52001953125,2597.52001953125,0.0
2018-02-21,2605.8701171875,2605.8701171875,2605.8701171875,2605.8701171875,2605.8701171875,0.0
2018-02-22,2603.8798828125,2603.8798828125,2603.8798828125,2603.8798828125,2603.8798828125,0.0
2018-02-23,2649.8798828125,2649.8798828125,2649.8798828125,2649.8798828125,2649.8798828125,0.0
2018-02-26,2679.2099609375,2679.2099609375,2679.2099609375,2679.2099609375,2679.2099609375,0.0
2018-02-27,2636.090087890625,2636.090087890625,2636.090087890625,2636.090087890625,2636.090087890625,0.0
2018-02-28,2624.580078125,2624.580078125,2624.580078125,2624.580078125,2624.580078125,0.0
2018-03-01,2582.6298828125,2582.6298828125,2582.6298828125,2582.6298828125,2582.6298828125,0.0
2018-03-02,2614.9599609375,2614.9599609375,2614.9599609375,2614.9599609375,2614.9599609375,0.0
2018-03-05,2663.7900390625,2663.7900390625,2663.7900390625,2663.7900390625,2663.7900390625,0.0
2018-03-06,2692.719970703125,2692.719970703125,2692.719970703125,2692.719970703125,2692.719970703125,0.0
2018-03-07,2711.530029296875,2711.530029296875,2711.530029296875,2711.530029296875,2711.530029296875,0.0
2018-03-08,2697.1201171875,2697.1201171875,2697.1201171875,2697.1201171875,2697.1201171875,0.0
2018-03-09,2752.530029296875,2752.530029296875,2752.530029296875,2752.530029296875,2752.530029296875,0.0
2018-03-12,2770.530029296875,2770.530029296875,2770.530029296875,2770.530029296875,2770.530029296875,0.0
2018-03-13,2719.47998046875,2719.47998046875,2719.47998046875,2719.47998046875,2719.47998046875,0.0
2018-03-14,2752.199951171875,2752.199951171875,2752.199951171875,2752.199951171875,2752.199951171875,0.0
2018-03-15,2753.81005859375,2753.81005859375,2753.81005859375,2753.81005859375,2753.81005859375,0.0
2018-03-16,2743.610107421875,2743.610107421875,2743.610107421875,2743.610107421875,2743.610107421875,0.0
2018-03-19,2664.06005859375,2664.06005859375,2664.06005859375,2664.06005859375,2664.06005859375,0.0
2018-03-20,2653.7099609375,2653.7099609375,2653.7099609375,2653.7099609375,2653.7099609375,0.0
2018-03-21,2652.320068359375,2652.320068359375,2652.320068359375,2652.320068359375,2652.320068359375,0.0
2018-03-22,2562.510009765625,2562.510009765625,2562.510009765625,2562.510009765625,2562.510009765625,0.0
2018-03-23,2499.800048828125,2499.800048828125,2499.800048828125,2499.800048828125,2499.800048828125,0.0
2018-03-26,2587.280029296875,2587.280029296875,2587.280029296875,2587.280029296875,2587.280029296875,0.0
2018-03-27,2441.5,2441.5,2441.5,2441.5,2441.5,0.0
2018-03-28,2382.889892578125,2382.889892578125,2382.889892578125,2382.889892578125,2382.889892578125,0.0
2018-03-29,2442.780029296875,2442.780029296875,2442.780029296875,2442.780029296875,2442.780029296875,0.0
2018-04-02,2360.429931640625,2360.429931640625,2360.429931640625,2360.429931640625,2360.429931640625,0.0
2018-04-03,2381.639892578125,2381.639892578125,2381.639892578125,2381.639892578125,2381.639892578125,0.0
2018-04-04,2419.47998046875,2419.47998046875,2419.47998046875,2419.47998046875,2419.47998046875,0.0
2018-04-05,2455.56005859375,2455.56005859375,2455.56005859375,2455.56005859375,2455.56005859375,0.0
2018-04-06,2397.169921875,2397.169921875,2397.169921875,2397.169921875,2397.169921875,0.0
2018-04-09,2404.639892578125,2404.639892578125,2404.639892578125,2404.639892578125,2404.639892578125,0.0
2018-04-10,2492.010009765625,2492.010009765625,2492.010009765625,2492.010009765625,2492.010009765625,0.0
2018-04-11,2482.669921875,2482.669921875,2482.669921875,2482.669921875,2482.669921875,0.0
2018-04-12,2496.010009765625,2496.010009765625,2496.010009765625,2496.010009765625,2496.010009765625,0.0
2018-04-13,2488.02001953125,2488.02001953125,2488.02001953125,2488.02001953125,2488.02001953125,0.0
2018-04-16,2487.389892578125,2487.389892578125,2487.389892578125,2487.389892578125,2487.389892578125,0.0
